əkəbə~dhə	əkbəndʰə
sə~keləvu~	sə˜kelvu~
sə~kocə	sə˜koc
sə~kocəvu~	sə˜kocvu~
səkorəvu~	sə˜korvu~
sə~kʃiptə	sə˜kʃiptə
sə~khja	sə˜kʰja
sə~gə	sə˜g
sə~gəʈhənə	sə˜gəʈʰən
sə~gəmə	sə˜gəm
sə~gathə	sə˜gatʰ
sə~giitə	sə˜git
sə~giinə	sə˜gin
sə~gemərəmərə	sə˜gemərmər
sə~grəhə	sə˜grəh
sə~grəhəvu~	hvu& 
sə~grəhəvu~	sə˜grəhvu~
sə~ghə	sə˜gə
sə~ghərəvu~	sə˜gərvu~
sə~ghərs°ə	səmgʰərʃ
sə~caləkə	səµcalək
sə~calika	səµcalika
sə~calənə	səµcalən
sə~co	səµco
sə~ɟogə	səµɟog
sə~gna	sə˜gna
sə~ɖasə	səɳɖas
sə~ɖo,vəvu~	səɳɖovvu~
sə~tə	sənt
sə~təvaɳi	səntvaɳi
sə~təru	səntru~
sə~takukəɖii	səntakukɖi
sə~taɖəvu~	səntaɖvu~
sə~tanə	səntan
sə~tapə	səntap
sə~tavu~	səntavu~
sə~tulənə	səntulən
sə~tos°ə	səntoʃ
sə~tos°ii	səntoʃi
sə~dərbhə	səndərbʰ
sə~digdhə	səndigdʰə
sə~deʃə	səndeʃ
sə~dehə	səndeh
sə~dhi	səndʰi
sə~dhikaɭə	səndʰikaɭ
sə~dhja	səndʰja
sə~nipatə	sənnipat
sə~nis°ʈhə	sənniʃʈʰ
sə~nis°ʈha	sənniʃʈʰa
sə~njasə	səmnjas
sə~njasii	səmjasi
sə~pə	səmp
sə~pətti	səmpətti
sə~pərkə	səmpərk
sə~padəkə	səmpadək
sə~padənə	səmpadən
sə~puurɳə	səmpurɳə
sə~prədajə	day 
sə~prədajə	səmprədaj
sə~bə~dhə	səmbəndʰə
sə~bə~dhii	səmbəndʰi
sə~bodhəvu~	səmbodʰvu~
sə~bodhəvu~	 <sə~bodhəvu~>  
sə~bhəvə	səmbʰəv
sə~bharəvu~	səmbʰarvu~
sə~bhavəna	səmbʰavna
sə~bhaɭə	səmbʰaɭ
sə~bhogə	səmbʰog
sə~mətə	səmmət
sə~məti	səmməti
sə~melənə	səmmelən
sə~melənə	 <sə~melənə>  neut  
sə~jəmə	səi~jəm
sə~juktə	səmjuktə
sə~jogə	səmjog
sə~joɟəkə	səmjoɟək
sə~joɟənə	səmjoɟən
sə~rəkʃəkə	səmrəkʃək
sə~rəkʃəɳə	səmrəkʃəɳ
sə~rəkʃəɳə	 <sə~rəkʃəɳə>  
sə~vətə	səmvət
sə~vətə	 <sə~vətə>  masc  the 
sə~vətsərii	səmvətsəri
sə~vənənə	səmvənən
sə~vənənə	 <sə~vənənə>  neut  
sə~vadə	səmvad
sə~vadə	 <sə~vadə>  masc  
sə~vadita	səmvadita
sə~vadii	səmvadi
sə~vedənə	səmvedən
sə~ʃəjə	səmʃəj
sə~ʃodhəkə	səmʃodʰək
sə~ʃodhənə	səmʃodʰən
sə~ʃodhitə	səmʃodʰit
sə~sərgə	səmsərg
sə~sarə	səmsar
sə~sarii	səmsari
sə~skarə	səmskar
sə~skariita	səmsarita
sə~skr≤tə	səmskut
sə~skr≤ti	səmskruti
sə~stha	səʃtʰa
sə~sthapəkə	səmstʰapək
sə~harə	səmhar
sə~harə	 <sə~harə>  masc  
sakərə	sakər
sakʃərə	sakʃər
sakʃat	sakʃat
sakʃatkarə	sakʃatkar
sakʃii	sakʃi
sagə	sag
sagərə	sagər
sacəvəvu~	sacəvvu~
sacu~	sacu~
saɟu~	saɟu~
saʈu~	saʈu~
saʈe	saʈe
saɖətriisə	saɖətris
saɖəlo	saɖlo
saɖii	saɖi
saɖasatii	saɖasati
saɖhu	saɖʰu
saɳəsii	saɳsi
satə	sat
satətjə	satətjə
satəmə	satəm
satəmu~	satmu~
sathə	satʰ
sathəɭə	satʰəɭ
saʈhijo	satʰijo
sakʃii	satʰi
sathiidarə	satʰidar
sadə	sad
sadəgii	sadgi
sadərə	sadər
sadaii	sadai
sadu~	sadu~
sadhəkə	sadʰək
sadhənə	sadʰən
sadhəna	sadʰna
sadhəvu~	sadʰvu~
sadharəɳə	sadʰarəɳ
sadhu	sadʰu
sadhvii	sadʰvi
sanə	san
sanukuuɭə	sanukuɭ
sapə	sap
sapəɳə	sapəɳ
sapekʃə	sapekʃə
sapoliju~	sapoliju~
saptahikə	saptahik
saphə	sapʰ
saphəsuuphə	sapʰsupʰ
sapho	sapʰo
sabədu~	sabdu~
sabərə	sabər
sabitii	sabiti
sabu	sabu
sabharə	sabʰar
saməgrii	saməgri
saməʈu~	samʈu~
saməno	samno
saməjikə	saməjik
samərthjə	samərtʰjə
samaɟiikə	samaɟik
samanə	saman
samanjə	samanjə
samanjətə:	samanjətəh
samudajikə	samudajik
samuuhikə	samuhik
same	same
saməiju~	saməiju~
samjə	samjə
samra,ɟjə	ajy 
samra,ɟjə	samraɟjə
sajuɟjə	sajuɟjə
sarə	sar
sarəvarə	sarvar
sarasə	sarəs
sarə~gii	sarə˜gi
sarasarii	sarasari
sara~ʃə	sara~mʃ
saru~	saru~
sarthəkə	sartʰək
sarvəɟənikə	sarvəɟənik
sarvətrikə	sarvətrik
salə	sal
saləbhərə	salbʰər
saləvu~	salvu~
salosalə	salosal
sallo	sallo
savə	sav
savəku~	savku~
savəcetə	savcet
savəcetii	savceti
savəɟə	savəɟ
savərəɳii	savərɳi
savərəɳo	savərɳo
sasəriju~	sasər(i)ju~
sasərii	sasri
sasu	sasu
sahəɟikə	sahɟik
sahəsə	sahəs
sahəsikə	sahsik
sahitjə	sahitjə
sahitjikə	sahitjik
sahebə	saheb
saheba	saheba
sahebii	sahebi
sahelii	saheli
saɭavelii	saɭaveli
saɭii	saɭi
saɭo	saɭo
sa~kəɖu~	sa~kɖu~
sa~kəɭə	sa~kəɭ
sa~kəɭəvu~	sa~kəɭvu~
sa~kəɭii	sa~kɭi
sa~kəɭu~	sa~kɭu~
sa~khəvu~	sa~kʰvu~
sa~ɟə	sa~ɟ
sa~ʈho	sa~ʈʰo
sa~dhəvu~	sa~dʰvu~
sa~dho	sa~dʰo
sa~prətə	sa~mprət
sa~prədajikə	daiyk 
sa~prədajikə	sa~prədajik
sa~belu~	sa~belu~
sa~bhɭəvu~	sa~bʰəɭvu~
sa~sarikə	sa~sarik
sa~sakarik	sa~nskarik
sa~skr≤tikə	sa~skrutik
sikko	sikko
sitəmə	sitəm
sitarə	sitar
sitaro	sitaro
sitterə	sitter
sitjoterə	sitjotər
sitjaʃii	sitjaʃi
sidhdhantə	sidʰdʰantə
sipaii	sipai
sipharəsə	sipʰarəs
siləkə	silək
silaii	silai
sivəɖaməɳə	sivɖaməɳ
sisəkarəvu~	siskarvu~
sisəkaro	siskaro
sisoʈii	sisoʈi
si~cəvu~	siµcvu~
si~durə	sindur
si~dhəvə	sindʰəv
si~dhii	sindʰi
si~hə	simh
si~həɳə	simhəɳ
si~hasənə	simhasən
siiɟhəvəvu~	siɟʰəvvu~
siiɟhəvu~	siɟʰvu~
siiʈii	siʈi
siiɖii	siɖi
siidhu~	sidʰu~
siimə	sim
siimə~tə	simənt
siima	sima
siimitə	simit
siivəɳə	sivəɳ
siivəvu~	sivvu~
sii~caii	siµcai
sukanə	sukan
sukanii	sukani
sukavu~	sukavu~
sukhə	sukʰ
sukhəɖə	sukʰəɖ
sukhəɖii	sukʰɖi
sukhii	sukʰi
sugəmə	sugəm
sugə~dhə	su:gəndʰ
suughəɖə	sugʰəɖ
suɖətaɭiisə	suɖtalis
suɖoɭə	suɖoɭ
sutərau~	sutrau
sudə	sud
sudhərəvu~	sudʰərvu~
sudhəraii	sudʰrai
sudha	sudʰa
sudharəvu~	sudʰarvu~
sudharo	sudʰaro
sudhii	sudʰi
sunavəɳii	sunavəɳi
supatrə	supatrə
subodhə	subodʰ
su,mənə	sumən
surəkʃitə	surəkʃit
suriilu~	surilu~
suruci	suruci
surekhə	surekʰ
suləbhə	suləbʰ
sulekhənə	sulekʰən
sulekhənə	 <sulekhənə>  neut  
sulehə	suleh
suvakjə	suvakjə
suvavəɖə	suvavəɖ
suvasə	suvas
suvikhjatə	suvikʰjat
suviditə	suvidit
suvidha	suvidʰa
suʃikʃitə	suʃikʃit
suʃilə	suʃil
suʃobhənə	suʃobʰən
suʃobhitə	ʃuʃobʰit
susəɟɟə	susəɟɟə
susəvaʈo	susvaʈo
susə~gətə	susə˜gət
sustə	sustə
	susti
su~dərə	sundər
suvaɭu~	suwaɭu~
suukəvəvu~	sukəvvu~
suku~	suku~
suukʃmə	sukʃmə
suugə	sug
suucəkə	sucək
suucənə	sucən
suucəvəvu~	sucəvvu~
suucəvəvu~	 <suucəvəvu~>  vtr  
suuci	suci
suucitə	sucit
suuɟəvu~	suɟvu~
suuɟhə	suɟʰ
suutəkə	sutək
suuməsamə	sumsam
suurə	sur
suurəɟə	surəɟ
suurəɳə	surəɳ
suurjə	surjə
suurjastə	surjastə
suurjodəjə	surjodəj
suuvərə	suvər
suuvu~	suvu~
suu~ghəvu~	su˜gvu~
suu~ʈhə	su~ʈʰ
suu~ɖhə	su~ɖʰ
sr≤s°ʈi	sruʃʈi
sena	sena
sevəkə	sevək
seva	seva
sevacakərii	sevacakri
se~kəɖo	s´~kɖo
se~thii	s´~tʰi
səinikə	səinik
səinjə	səinjə
so	sø
sogənə	sogən
sogatə	sogat
soɟo	soɟo
soʈii	soʈi
soɖə	soɖ
soɖəmə	soɖəm
sodagərə	sodagər
sodo	sodo
sonu~	sonu~
sonerii	soneri
soparii	sopari
sobətə	sobət
soməvarə	somvar
somələ	soməl
sojə	soj
sojo	sojo
sohagə	sohag
sohaməɳu~	sohaməɳu~
soɭə	soɭ
so~ghəvarii	sø~˜gvari
so~pəvu~	sø~pvu~
səu	səu
səuɟənjə	səuɟənjə
səubhagjə	səubʰagjə
səurəbhə	səurəbʰ
səu~dərjə	səu~dərjə
skhələnə	skʰələn
stənə	stən
stərə	stər
stəvənə	stəvən
stuti	stuti
stutjə	stutjə
stotrə	stotrə
strii	stri
striɳə	strəiɳə
sthəpəti	stʰəpəti
sthəɭə	stʰəɭ
sthanikə	stʰanik
sthapəkə	stʰapək
sthapətjə	stʰapətjə
sthajii	stʰaji
sthavərə	stʰavər
sthiti	stʰiti
sthirə	stʰir
snatəkə	snatək
snanə	snan
snaju	snehə
s	sneh
snehə	spərdʰa
spərʃə	spərʃə
spəs°ʈə	spəʃʈə
sphəʈiikə	spʰəʈik
smərəɳə	smərəɳ
smərəvu~	smərvu~
sməʃanə	ʃməʃan
smarəkə	smarək
smitə	smit
smr≤ti	smruti
svə	svə
svərgəsthə	svərgəstʰə
svəcchə	svəccʰə
svəɟənə	svəɟən
svətə~trə	svətəntrə
svətə~trəta	svətəntrəta
svədeʃə	svədeʃ
svədeʃii	svədeʃi
svepnə	svəpnə
svəbhavə	svəbʰav
svəmanə	svəman
svərə	svər
svəraɟə	svəraɟ
svəruupə	svərup
svərgə	svərgə
svərgəvasii	svərgəvasi
svərgiijə	svərgijə
svamii	svami
svarthə	svartʰə
svasthjə	svastʰjə
sviikarə	svikar
sviikarjə	svikarjə
həkə	hək
həkarə	həkar
həkiikətə	həkikət
həkiimə	həkim
həcəməcəvu~	həcməcvu~
həɟ	həɟ
həɟamə	həɟam
həɟarə	həɟar
həɟii	həɟi
həɟu	həɟu
həʈhə	həʈʰ
həʈhəvu~	həʈʰvu~
həɖəkəva	həɖəkva
həɖətalə	həɖtal
həɖədhuutə	həɖdʰut
həɖəpəcii	həɖpəci
həɖəseləvu~	həɖselvu~
həɳəvu~	həɳvu~
hətaʃə	hətaʃ
	hətja
hətjaro	hətjaro
həʈhijarə	hətʰijar
həʈheɭii	hətʰeɭi
həʈhoʈii	hətʰoʈi
h	hətʰoɖi
hədə	həd
həməɳa~	həmɳa~
həmədərdi	həmdərdi
həmalə	həmal
həmeʃə	həmeʃ
həjatə	həjat
hərəkətə	hərkət
hərəkhə	hərəkʰ
hərəgiɟə	hərgiɟ
hərəghəɖii	hərgʰəɖi
hərəɳə	hərəɳ
hərəsə	hərəs
həraɟii	həraɟi
həraju~	həraju~
hərii	həri
hərijaɭii	hərijaɭi
hərihərə	hərihər
həriiphə	həriʰp
həriphaii	həripʰai
hərekə	hərek
həroɭə	həroɭ
həlkaii	həlkai
hələku~	həlku~
hələvo	həlvo
həlavəvu~	həlavvu~
həlesu~	həlesu~
həvənə	həvən
həva	həva
həvamanə	həvaman
həvalədarə	həvaldar
həvalo	həvalo
həve	həve
həvethii	həvetʰi
həvelii	həveli
həʃe	həʃe
həsəvu~	həsvu~
həsaməɳu~	həsaməɳu~
həstəkəɭa	həstəkəɭa
həstəkʃepə	həstəkʃep
həstəprətə	həstəprət
həstəprətə	həstəmeɭap
həstakʃərə	həstakʃər
həɭə	həɭ
həɭədərə	həɭdər
həɭəvu~	həɭvu~
	həɭve
həɭəvethi	həɭvetʰi
hə~karəvu~	hə˜karvu~
hə~gamii	hə˜gami
hə~meʃə	həmmeʃ
hə~sə	həms
ha	ha
hakə	hak
haɟərə	haɟər
haɟərii	haɟri
haɖəku~	haɖku~
haɖəvəidə	haɖvəid
ha[amarii	haɖmari
haɖohaɖə	haɖohaɖ
hathə	hatʰ
hathəkəɖii	hatʰkəɖi
hathəɳii	hatʰɳi
hathii	hatʰi
hatho	hatʰo
hathohathə	hatʰohatʰ
ha na	ha na
hani	hani
hanikərta	hanikərta
harə	har
harəvu~	harvu~
halə	hal
haləcalə	halcal
halətə	halət
haləvu~	halvu~
haʃə	haʃ
hasjə	hasjə
hasjaspədə	hasjapəd
hahakarə	hahakar
ha~kəvu~	ha~kvu~
ha~ɟa	ha~ɟa
ha~phə	ha~pʰ
ha~phəvu~	ha~pʰvu~
ha~sijo	ha~s(i)jo
ha~sii	ha~si
hicəkaru~	hickaru~
hiɟəravu~	hiɟravu~
hitə	hit
hitecchu	hiteccʰu
hina	hina
himə	him
hiləcalə	hilcal
hisabə	hisab
hihabəniiʃə	hisabniʃ
hisso	hisso
hi~gə	hi˜gə
hi~mətə	himmət
hi~səkə	himsək
hi~sa	himsa
hiiɟəɖo	hiɟɖo
hiibəkəvu~	hibəkvu~
hiibəku~	hibku~
hiiro	hiro
hii~cəvu~	hi~cvu~
huukəmə	hukəm
hukko	hukko
huməlo	humlo
hulləɖə	hulləɖ
hu~	hu~
huuko	huko
huu~ɖii	hu~ɳɖi
huu~phə	hu~pʰ
hrədəjə	rədəj
hrədəjəʃunjə	rədəjʃunjə
hetə	het
hetu	hetu
heranəgəti	heran,gəti
helii	heli
hevanijətə	hevanijət
h	heval
hesijətə	hesjət
hoɟə	hiɟ
hoɟərii	hoɟri
hoʈhə	hoʈʰ
hoɖii	hoɖi
hoddo	hoddo
honəharə	honhar
honarətə	honarət
homə	hom
holo	holo
hovu~	hovu~
hoʃijarə	hoʃijar
hoʃijarii	hoʃijari
hoha	hoha
hoɭii	hoɭi
kʃəɳə	kʃəɳ
kʃəti	kʃəti
kʃətrijə	kʃətrijə
kʃəma	kʃəma
kʃə/mapatrə	kʃəmapatrə
kʃəjə	kʃəjə
kʃarə	kʃar
kʃitiɟə	kʃitiɟ
kʃetrə	kʃetrə
kʃetrəphəɭə	kʃetrəpʰəɭ
kʃobhə	kʃobʰ
gnati	gnjati
gnanə	gnan
gnanii	gnani
  	  
pa kr=o@ Ê bapu@ bhar gam gya 2e kale Aav=e 355 Tag-marks Gujarati has two types of tag-marks:(1) Sentence initial tag-marks, and (2) Sentence final tag-marks Examples: Sentence Initial tag-marks 	 calo Tyare  Express parting Phatic 10 h&, =u&  Express question 11 h&A, ha,  Express permission 12 W&hu&  Expresses negation  353  Negators na, nhI&, n and n9I are the negators in Gujarati We use negators to prohibit an action and also to negate a sentence or a phrase Examples: Prohibitative Negation  É tme kerI na `ata Ê tme bIju b0u& j `ajo, p8 kerI nhI& `ata Ë tme kerI n `aAo to saru& Sentential
